# Time X Y Z VX VY VZ Phi Theta Psi P Q R U1 U2 U3 U4
1.520000 -0.062056 0.028503 1.580008 -0.057053 0.025476 0.456397 0.000232 0.000466 0.153002 -0.000574 -0.001034 0.100000 4.934479 4.934709 4.934785 4.934554
1.530000 -0.062626 0.028758 1.584575 -0.057101 0.025491 0.456977 0.000227 0.000455 0.154002 -0.000561 -0.001011 0.100000 4.934041 4.934266 4.934340 4.934115
1.540000 -0.063198 0.029013 1.589148 -0.057148 0.025506 0.457549 0.000222 0.000445 0.155002 -0.000548 -0.000988 0.100000 4.933603 4.933823 4.933895 4.933675
1.550000 -0.063769 0.029268 1.593726 -0.057194 0.025520 0.458112 0.000217 0.000435 0.156002 -0.000536 -0.000966 0.100000 4.933164 4.933379 4.933450 4.933235
1.560000 -0.064342 0.029523 1.598310 -0.057239 0.025534 0.458666 0.000212 0.000426 0.157002 -0.000524 -0.000944 0.100000 4.932724 4.932934 4.933003 4.932793
1.570000 -0.064914 0.029778 1.602899 -0.057283 0.025548 0.459211 0.000207 0.000416 0.158002 -0.000512 -0.000923 0.100000 4.932284 4.932489 4.932557 4.932351
1.580000 -0.065487 0.030034 1.607494 -0.057325 0.025561 0.459747 0.000202 0.000407 0.159002 -0.000501 -0.000902 0.100000 4.931842 4.932043 4.932109 4.931908
1.590000 -0.066061 0.030290 1.612094 -0.057367 0.025574 0.460275 0.000198 0.000398 0.160002 -0.000490 -0.000882 0.100000 4.931400 4.931597 4.931661 4.931465
1.600000 -0.066635 0.030545 1.616699 -0.057408 0.025587 0.460793 0.000193 0.000389 0.161002 -0.000479 -0.000862 0.100000 4.930958 4.931150 4.931213 4.931021
1.610000 -0.067209 0.030801 1.621310 -0.057448 0.025599 0.461303 0.000189 0.000380 0.162002 -0.000468 -0.000843 0.100000 4.930515 4.930702 4.930764 4.930576
1.620000 -0.067784 0.031057 1.625925 -0.057487 0.025611 0.461803 0.000185 0.000371 0.163002 -0.000457 -0.000824 0.100000 4.930071 4.930254 4.930314 4.930131
1.630000 -0.068359 0.031314 1.630546 -0.057526 0.025623 0.462295 0.000181 0.000363 0.164002 -0.000447 -0.000806 0.100000 4.929626 4.929805 4.929864 4.929685
1.640000 -0.068934 0.031570 1.635171 -0.057563 0.025634 0.462777 0.000177 0.000355 0.165002 -0.000437 -0.000788 0.100000 4.929181 4.929356 4.929414 4.929238
1.650000 -0.069510 0.031826 1.639801 -0.057599 0.025646 0.463251 0.000173 0.000347 0.166002 -0.000427 -0.000770 0.100000 4.928735 4.928906 4.928963 4.928791
1.660000 -0.070086 0.032083 1.644436 -0.057635 0.025656 0.463716 0.000169 0.000339 0.167002 -0.000418 -0.000753 0.100000 4.928288 4.928456 4.928511 4.928343
1.670000 -0.070663 0.032339 1.649076 -0.057670 0.025667 0.464171 0.000165 0.000332 0.168002 -0.000408 -0.000736 0.100000 4.927841 4.928005 4.928059 4.927895
1.680000 -0.071239 0.032596 1.653720 -0.057704 0.025677 0.464618 0.000161 0.000324 0.169002 -0.000399 -0.000719 0.100000 4.927393 4.927553 4.927606 4.927446
1.690000 -0.071817 0.032853 1.658368 -0.057738 0.025687 0.465056 0.000158 0.000317 0.170002 -0.000390 -0.000703 0.100000 4.926945 4.927101 4.927153 4.926996
1.700000 -0.072394 0.033110 1.663021 -0.057770 0.025697 0.465484 0.000154 0.000310 0.171002 -0.000381 -0.000687 0.100000 4.926496 4.926649 4.926699 4.926546
1.710000 -0.072972 0.033367 1.667678 -0.057802 0.025706 0.465904 0.000151 0.000303 0.172002 -0.000373 -0.000672 0.100000 4.926046 4.926196 4.926245 4.926096
1.720000 -0.073550 0.033624 1.672339 -0.057833 0.025715 0.466314 0.000147 0.000296 0.173002 -0.000364 -0.000657 0.100000 4.925596 4.925742 4.925791 4.925644
1.730000 -0.074129 0.033881 1.677004 -0.057864 0.025724 0.466716 0.000144 0.000289 0.174002 -0.000356 -0.000642 0.100000 4.925146 4.925289 4.925336 4.925193
1.740000 -0.074708 0.034138 1.681673 -0.057893 0.025733 0.467108 0.000141 0.000283 0.175002 -0.000348 -0.000628 0.100000 4.924694 4.924834 4.924880 4.924740
1.750000 -0.075287 0.034396 1.686346 -0.057923 0.025742 0.467492 0.000138 0.000276 0.176002 -0.000340 -0.000614 0.100000 4.924243 4.924379 4.924424 4.924288
1.760000 -0.075866 0.034653 1.691023 -0.057951 0.025750 0.467866 0.000134 0.000270 0.177002 -0.000333 -0.000600 0.100000 4.923790 4.923924 4.923968 4.923834
1.770000 -0.076446 0.034911 1.695703 -0.057979 0.025758 0.468231 0.000131 0.000264 0.178002 -0.000325 -0.000586 0.100000 4.923338 4.923468 4.923511 4.923380
1.780000 -0.077026 0.035168 1.700387 -0.058006 0.025766 0.468587 0.000128 0.000258 0.179002 -0.000318 -0.000573 0.100000 4.922884 4.923012 4.923054 4.922926
1.790000 -0.077606 0.035426 1.705075 -0.058032 0.025773 0.468934 0.000126 0.000252 0.180002 -0.000311 -0.000560 0.100000 4.922430 4.922555 4.922596 4.922471
1.800000 -0.078186 0.035684 1.709766 -0.058058 0.025781 0.469271 0.000123 0.000247 0.181002 -0.000304 -0.000548 0.100000 4.921976 4.922098 4.922138 4.922016
1.810000 -0.078767 0.035942 1.714460 -0.058084 0.025788 0.469600 0.000120 0.000241 0.182002 -0.000297 -0.000536 0.100000 4.921521 4.921640 4.921680 4.921560
1.820000 -0.079348 0.036200 1.719158 -0.058109 0.025795 0.469919 0.000117 0.000236 0.183002 -0.000290 -0.000524 0.100000 4.921066 4.921182 4.921221 4.921104
1.830000 -0.079929 0.036458 1.723859 -0.058133 0.025802 0.470230 0.000115 0.000231 0.184002 -0.000284 -0.000512 0.100000 4.920610 4.920724 4.920762 4.920648
1.840000 -0.080511 0.036716 1.728563 -0.058156 0.025809 0.470531 0.000112 0.000225 0.185002 -0.000277 -0.000500 0.100000 4.920154 4.920265 4.920302 4.920191
1.850000 -0.081092 0.036974 1.733269 -0.058180 0.025815 0.470823 0.000110 0.000220 0.186002 -0.000271 -0.000489 0.100000 4.919697 4.919806 4.919842 4.919733
1.860000 -0.081674 0.037232 1.737979 -0.058202 0.025821 0.471106 0.000107 0.000215 0.187002 -0.000265 -0.000478 0.100000 4.919240 4.919347 4.919382 4.919275
1.870000 -0.082256 0.037490 1.742691 -0.058224 0.025828 0.471379 0.000105 0.000211 0.188002 -0.000259 -0.000467 0.100000 4.918783 4.918887 4.918921 4.918817
1.880000 -0.082839 0.037749 1.747406 -0.058246 0.025834 0.471644 0.000102 0.000206 0.189002 -0.000253 -0.000457 0.100000 4.918325 4.918427 4.918460 4.918359
1.890000 -0.083421 0.038007 1.752124 -0.058267 0.025839 0.471899 0.000100 0.000201 0.190002 -0.000248 -0.000447 0.100000 4.917867 4.917966 4.917999 4.917899
1.900000 -0.084004 0.038265 1.756844 -0.058288 0.025845 0.472145 0.000098 0.000197 0.191002 -0.000242 -0.000437 0.100000 4.917408 4.917505 4.917537 4.917440
1.910000 -0.084587 0.038524 1.761567 -0.058308 0.025850 0.472382 0.000096 0.000192 0.192002 -0.000237 -0.000427 0.100000 4.916949 4.917044 4.917075 4.916980
1.920000 -0.085170 0.038782 1.766292 -0.058328 0.025856 0.472609 0.000093 0.000188 0.193002 -0.000231 -0.000417 0.100000 4.916490 4.916583 4.916613 4.916520
1.930000 -0.085753 0.039041 1.771019 -0.058347 0.025861 0.472828 0.000091 0.000184 0.194002 -0.000226 -0.000408 0.100000 4.916030 4.916121 4.916151 4.916060
1.940000 -0.086337 0.039300 1.775749 -0.058366 0.025866 0.473037 0.000089 0.000180 0.195002 -0.000221 -0.000399 0.100000 4.915570 4.915659 4.915688 4.915599
1.950000 -0.086921 0.039558 1.780480 -0.058384 0.025871 0.473237 0.000087 0.000176 0.196002 -0.000216 -0.000390 0.100000 4.915109 4.915196 4.915225 4.915138
1.960000 -0.087505 0.039817 1.785213 -0.058402 0.025876 0.473427 0.000085 0.000172 0.197002 -0.000211 -0.000381 0.100000 4.914649 4.914733 4.914761 4.914676
1.970000 -0.088089 0.040076 1.789948 -0.058420 0.025881 0.473609 0.000083 0.000168 0.198002 -0.000206 -0.000372 0.100000 4.914187 4.914270 4.914298 4.914215
1.980000 -0.088673 0.040335 1.794685 -0.058437 0.025885 0.473781 0.000082 0.000164 0.199002 -0.000202 -0.000364 0.100000 4.913726 4.913807 4.913834 4.913753
1.990000 -0.089258 0.040593 1.799424 -0.058453 0.025889 0.473944 0.000080 0.000160 0.200002 -0.000197 -0.000356 0.100000 4.913264 4.913344 4.913370 4.913290
2.000000 -0.089842 0.040852 1.804164 -0.058470 0.025894 0.474097 0.000078 0.000157 0.201002 -0.000193 -0.000348 0.100000 4.912802 4.912880 4.912905 4.912828
2.010000 -0.090427 0.041111 1.808906 -0.058486 0.025898 0.474242 0.000076 0.000153 0.202002 -0.000188 -0.000340 0.100000 4.912340 4.912416 4.912441 4.912365
2.020000 -0.091012 0.041370 1.813649 -0.058501 0.025902 0.474377 0.000074 0.000150 0.203002 -0.000184 -0.000333 0.100000 4.911878 4.911952 4.911976 4.911902
2.030000 -0.091597 0.041629 1.818393 -0.058517 0.025906 0.474502 0.000073 0.000146 0.204002 -0.000180 -0.000325 0.100000 4.911415 4.911487 4.911511 4.911439
2.040000 -0.092182 0.041888 1.823139 -0.058532 0.025910 0.474619 0.000071 0.000143 0.205002 -0.000176 -0.000318 0.100000 4.910952 4.911022 4.911046 4.910975
2.050000 -0.092768 0.042148 1.827886 -0.058546 0.025914 0.474726 0.000070 0.000140 0.206002 -0.000172 -0.000311 0.100000 4.910488 4.910558 4.910580 4.910511
2.060000 -0.093353 0.042407 1.832633 -0.058561 0.025917 0.474824 0.000068 0.000137 0.207002 -0.000168 -0.000304 0.100000 4.910025 4.910093 4.910115 4.910047
2.070000 -0.093939 0.042666 1.837382 -0.058574 0.025921 0.474913 0.000066 0.000134 0.208002 -0.000164 -0.000297 0.100000 4.909561 4.909627 4.909649 4.909583
2.080000 -0.094525 0.042925 1.842132 -0.058588 0.025924 0.474992 0.000065 0.000131 0.209002 -0.000161 -0.000290 0.100000 4.909097 4.909162 4.909183 4.909119
2.090000 -0.095111 0.043184 1.846882 -0.058601 0.025927 0.475062 0.000063 0.000128 0.210002 -0.000157 -0.000284 0.100000 4.908633 4.908696 4.908717 4.908654
2.100000 -0.095697 0.043444 1.851633 -0.058614 0.025931 0.475123 0.000062 0.000125 0.211002 -0.000154 -0.000277 0.100000 4.908169 4.908231 4.908251 4.908189
2.110000 -0.096283 0.043703 1.856384 -0.058627 0.025934 0.475174 0.000061 0.000122 0.212002 -0.000150 -0.000271 0.100000 4.907704 4.907765 4.907785 4.907724
2.120000 -0.096869 0.043962 1.861136 -0.058639 0.025937 0.475216 0.000059 0.000119 0.213002 -0.000147 -0.000265 0.100000 4.907240 4.907299 4.907318 4.907259
2.130000 -0.097456 0.044222 1.865889 -0.058652 0.025940 0.475249 0.000058 0.000117 0.214002 -0.000143 -0.000259 0.100000 4.906775 4.906833 4.906852 4.906794
2.140000 -0.098042 0.044481 1.870641 -0.058663 0.025943 0.475272 0.000057 0.000114 0.215002 -0.000140 -0.000253 0.100000 4.906310 4.906366 4.906385 4.906329
2.150000 -0.098629 0.044741 1.875394 -0.058675 0.025946 0.475287 0.000055 0.000112 0.216002 -0.000137 -0.000248 0.100000 4.905845 4.905900 4.905918 4.905863
2.160000 -0.099216 0.045000 1.880147 -0.058686 0.025948 0.475291 0.000054 0.000109 0.217002 -0.000134 -0.000242 0.100000 4.905380 4.905433 4.905451 4.905397
2.170000 -0.099803 0.045260 1.884900 -0.058697 0.025951 0.475287 0.000053 0.000107 0.218002 -0.000131 -0.000237 0.100000 4.904914 4.904967 4.904984 4.904932
2.180000 -0.100390 0.045519 1.889653 -0.058708 0.025954 0.475273 0.000052 0.000104 0.219002 -0.000128 -0.000231 0.100000 4.904449 4.904500 4.904517 4.904466
2.190000 -0.100977 0.045779 1.894405 -0.058719 0.025956 0.475250 0.000051 0.000102 0.220002 -0.000125 -0.000226 0.100000 4.903983 4.904034 4.904050 4.904000
2.200000 -0.101564 0.046038 1.899158 -0.058729 0.025958 0.475217 0.000049 0.000100 0.221002 -0.000122 -0.000221 0.100000 4.903518 4.903567 4.903583 4.903534
2.210000 -0.102151 0.046298 1.903909 -0.058739 0.025961 0.475176 0.000048 0.000097 0.222002 -0.000120 -0.000216 0.100000 4.903052 4.903100 4.903116 4.903068
2.220000 -0.102739 0.046557 1.908661 -0.058749 0.025963 0.475124 0.000047 0.000095 0.223002 -0.000117 -0.000211 0.100000 4.902586 4.902633 4.902649 4.902602
2.230000 -0.103326 0.046817 1.913412 -0.058758 0.025965 0.475064 0.000046 0.000093 0.224002 -0.000114 -0.000206 0.100000 4.902120 4.902166 4.902181 4.902135
2.240000 -0.103914 0.047077 1.918162 -0.058768 0.025968 0.474994 0.000045 0.000091 0.225002 -0.000112 -0.000202 0.100000 4.901654 4.901699 4.901714 4.901669
2.250000 -0.104502 0.047336 1.922912 -0.058777 0.025970 0.474915 0.000044 0.000089 0.226002 -0.000109 -0.000197 0.100000 4.901189 4.901232 4.901247 4.901203
2.260000 -0.105089 0.047596 1.927660 -0.058786 0.025972 0.474827 0.000043 0.000087 0.227002 -0.000107 -0.000193 0.100000 4.900723 4.900765 4.900780 4.900737
2.270000 -0.105677 0.047856 1.932408 -0.058794 0.025974 0.474729 0.000042 0.000085 0.228002 -0.000104 -0.000189 0.100000 4.900257 4.900299 4.900312 4.900270
2.280000 -0.106265 0.048116 1.937155 -0.058803 0.025976 0.474622 0.000041 0.000083 0.229002 -0.000102 -0.000184 0.100000 4.899791 4.899832 4.899845 4.899804
2.290000 -0.106853 0.048375 1.941901 -0.058811 0.025977 0.474505 0.000040 0.000081 0.230002 -0.000100 -0.000180 0.100000 4.899325 4.899365 4.899378 4.899338
2.300000 -0.107442 0.048635 1.946645 -0.058819 0.025979 0.474379 0.000039 0.000079 0.231002 -0.000097 -0.000176 0.100000 4.898859 4.898898 4.898911 4.898872
2.310000 -0.108030 0.048895 1.951388 -0.058827 0.025981 0.474244 0.000038 0.000078 0.232002 -0.000095 -0.000172 0.100000 4.898393 4.898431 4.898444 4.898405
2.320000 -0.108618 0.049155 1.956130 -0.058835 0.025983 0.474100 0.000038 0.000076 0.233002 -0.000093 -0.000168 0.100000 4.897927 4.897964 4.897977 4.897939
2.330000 -0.109207 0.049415 1.960870 -0.058843 0.025984 0.473946 0.000037 0.000074 0.234002 -0.000091 -0.000165 0.100000 4.897461 4.897498 4.897510 4.897473
2.340000 -0.109795 0.049674 1.965609 -0.058850 0.025986 0.473783 0.000036 0.000072 0.235002 -0.000089 -0.000161 0.100000 4.896995 4.897031 4.897043 4.897007
2.350000 -0.110384 0.049934 1.970346 -0.058857 0.025988 0.473611 0.000035 0.000071 0.236002 -0.000087 -0.000157 0.100000 4.896530 4.896565 4.896576 4.896541
2.360000 -0.110972 0.050194 1.975081 -0.058864 0.025989 0.473429 0.000034 0.000069 0.237002 -0.000085 -0.000154 0.100000 4.896064 4.896098 4.896109 4.896075
2.370000 -0.111561 0.050454 1.979814 -0.058871 0.025991 0.473238 0.000034 0.000068 0.238002 -0.000083 -0.000150 0.100000 4.895598 4.895632 4.895643 4.895609
2.380000 -0.112150 0.050714 1.984546 -0.058878 0.025992 0.473037 0.000033 0.000066 0.239002 -0.000081 -0.000147 0.100000 4.895133 4.895166 4.895176 4.895144
2.390000 -0.112738 0.050974 1.989275 -0.058884 0.025993 0.472828 0.000032 0.000065 0.240002 -0.000079 -0.000144 0.100000 4.894668 4.894699 4.894710 4.894678
2.400000 -0.113327 0.051234 1.994002 -0.058891 0.025995 0.472609 0.000031 0.000063 0.241002 -0.000078 -0.000140 0.100000 4.894202 4.894233 4.894244 4.894213
2.410000 -0.113916 0.051494 1.998727 -0.058897 0.025996 0.472380 0.000031 0.000062 0.242002 -0.000076 -0.000137 0.100000 4.893737 4.893768 4.893778 4.893747
2.420000 -0.114505 0.051754 2.003450 -0.058903 0.025997 0.472143 0.000030 0.000060 0.243002 -0.000074 -0.000134 0.100000 4.893272 4.893302 4.893312 4.893282
2.430000 -0.115094 0.052014 2.008170 -0.058909 0.025998 0.471896 0.000029 0.000059 0.244002 -0.000073 -0.000131 0.100000 4.892807 4.892836 4.892846 4.892817
2.440000 -0.115683 0.052274 2.012888 -0.058915 0.026000 0.471640 0.000029 0.000058 0.245002 -0.000071 -0.000128 0.100000 4.892343 4.892371 4.892380 4.892352
2.450000 -0.116273 0.052534 2.017603 -0.058920 0.026001 0.471374 0.000028 0.000056 0.246002 -0.000069 -0.000125 0.100000 4.891878 4.891906 4.891915 4.891887
2.460000 -0.116862 0.052794 2.022315 -0.058926 0.026002 0.471099 0.000027 0.000055 0.247002 -0.000068 -0.000123 0.100000 4.891414 4.891441 4.891450 4.891423
2.470000 -0.117451 0.053054 2.027025 -0.058931 0.026003 0.470815 0.000027 0.000054 0.248002 -0.000066 -0.000120 0.100000 4.890950 4.890976 4.890985 4.890958
2.480000 -0.118040 0.053314 2.031731 -0.058937 0.026004 0.470522 0.000026 0.000053 0.249002 -0.000065 -0.000117 0.100000 4.890486 4.890512 4.890520 4.890494
2.490000 -0.118630 0.053574 2.036435 -0.058942 0.026005 0.470219 0.000026 0.000052 0.250002 -0.000063 -0.000114 0.100000 4.890022 4.890047 4.890056 4.890030
2.500000 -0.119219 0.053834 2.041136 -0.058947 0.026006 0.469907 0.000025 0.000050 0.251002 -0.000062 -0.000112 0.100000 4.889558 4.889583 4.889591 4.889566
2.510000 -0.119809 0.054094 2.045833 -0.058952 0.026007 0.469586 0.000024 0.000049 0.252002 -0.000060 -0.000109 0.100000 4.889095 4.889119 4.889127 4.889103
2.520000 -0.120398 0.054354 2.050527 -0.058956 0.026008 0.469256 0.000024 0.000048 0.253002 -0.000059 -0.000107 0.100000 4.888632 4.888656 4.888663 4.888640
2.530000 -0.120988 0.054614 2.055218 -0.058961 0.026009 0.468916 0.000023 0.000047 0.254002 -0.000058 -0.000105 0.100000 4.888169 4.888192 4.888200 4.888177
2.540000 -0.121578 0.054874 2.059906 -0.058966 0.026009 0.468567 0.000023 0.000046 0.255002 -0.000056 -0.000102 0.100000 4.887706 4.887729 4.887737 4.887714
2.550000 -0.122167 0.055134 2.064589 -0.058970 0.026010 0.468209 0.000022 0.000045 0.256002 -0.000055 -0.000100 0.100000 4.887244 4.887266 4.887274 4.887251
2.560000 -0.122757 0.055394 2.069270 -0.058974 0.026011 0.467841 0.000022 0.000044 0.257002 -0.000054 -0.000098 0.100000 4.886782 4.886804 4.886811 4.886789
2.570000 -0.123347 0.055655 2.073946 -0.058979 0.026012 0.467465 0.000021 0.000043 0.258002 -0.000053 -0.000095 0.100000 4.886320 4.886341 4.886348 4.886327
2.580000 -0.123936 0.055915 2.078619 -0.058983 0.026013 0.467079 0.000021 0.000042 0.259002 -0.000052 -0.000093 0.100000 4.885859 4.885879 4.885886 4.885866
2.590000 -0.124526 0.056175 2.083288 -0.058987 0.026013 0.466684 0.000020 0.000041 0.260002 -0.000050 -0.000091 0.100000 4.885398 4.885418 4.885425 4.885404
2.600000 -0.125116 0.056435 2.087953 -0.058991 0.026014 0.466279 0.000020 0.000040 0.261002 -0.000049 -0.000089 0.100000 4.884937 4.884956 4.884963 4.884943
2.610000 -0.125706 0.056695 2.092613 -0.058995 0.026015 0.465866 0.000019 0.000039 0.262002 -0.000048 -0.000087 0.100000 4.884476 4.884496 4.884502 4.884483
2.620000 -0.126296 0.056955 2.097270 -0.058998 0.026015 0.465443 0.000019 0.000038 0.263002 -0.000047 -0.000085 0.100000 4.884016 4.884035 4.884041 4.884022
2.630000 -0.126886 0.057215 2.101922 -0.059002 0.026016 0.465011 0.000019 0.000038 0.264002 -0.000046 -0.000083 0.100000 4.883556 4.883575 4.883581 4.883562
2.640000 -0.127476 0.057476 2.106570 -0.059005 0.026017 0.464570 0.000018 0.000037 0.265002 -0.000045 -0.000081 0.100000 4.883097 4.883115 4.883121 4.883103
2.650000 -0.128066 0.057736 2.111213 -0.059009 0.026017 0.464119 0.000018 0.000036 0.266002 -0.000044 -0.000080 0.100000 4.882637 4.882655 4.882661 4.882643
2.660000 -0.128656 0.057996 2.115852 -0.059012 0.026018 0.463660 0.000017 0.000035 0.267002 -0.000043 -0.000078 0.100000 4.882179 4.882196 4.882202 4.882184
2.670000 -0.129246 0.058256 2.120487 -0.059016 0.026018 0.463191 0.000017 0.000034 0.268002 -0.000042 -0.000076 0.100000 4.881720 4.881737 4.881743 4.881726
2.680000 -0.129837 0.058516 2.125116 -0.059019 0.026019 0.462713 0.000017 0.000034 0.269002 -0.000041 -0.000074 0.100000 4.881262 4.881279 4.881284 4.881268
2.690000 -0.130427 0.058776 2.129741 -0.059022 0.026019 0.462226 0.000016 0.000033 0.270002 -0.000040 -0.000073 0.100000 4.880805 4.880821 4.880826 4.880810
2.700000 -0.131017 0.059037 2.134361 -0.059025 0.026020 0.461730 0.000016 0.000032 0.271002 -0.000039 -0.000071 0.100000 4.880348 4.880363 4.880369 4.880353
2.710000 -0.131607 0.059297 2.138975 -0.059028 0.026020 0.461225 0.000016 0.000031 0.272002 -0.000038 -0.000069 0.100000 4.879891 4.879906 4.879911 4.879896
2.720000 -0.132198 0.059557 2.143585 -0.059031 0.026021 0.460711 0.000015 0.000031 0.273002 -0.000038 -0.000068 0.100000 4.879435 4.879450 4.879455 4.879440
2.730000 -0.132788 0.059817 2.148190 -0.059034 0.026021 0.460187 0.000015 0.000030 0.274002 -0.000037 -0.000066 0.100000 4.878979 4.878994 4.878998 4.878984
2.740000 -0.133378 0.060077 2.152789 -0.059036 0.026021 0.459654 0.000014 0.000029 0.275002 -0.000036 -0.000065 0.100000 4.878523 4.878538 4.878543 4.878528
2.750000 -0.133969 0.060338 2.157383 -0.059039 0.026022 0.459113 0.000014 0.000029 0.276002 -0.000035 -0.000063 0.100000 4.878068 4.878083 4.878087 4.878073
2.760000 -0.134559 0.060598 2.161971 -0.059042 0.026022 0.458562 0.000014 0.000028 0.277002 -0.000034 -0.000062 0.100000 4.877614 4.877628 4.877632 4.877619
2.770000 -0.135150 0.060858 2.166554 -0.059044 0.026023 0.458002 0.000014 0.000027 0.278002 -0.000033 -0.000061 0.100000 4.877160 4.877173 4.877178 4.877164
2.780000 -0.135740 0.061118 2.171131 -0.059047 0.026023 0.457433 0.000013 0.000027 0.279002 -0.000033 -0.000059 0.100000 4.876706 4.876720 4.876724 4.876711
2.790000 -0.136330 0.061379 2.175702 -0.059049 0.026023 0.456855 0.000013 0.000026 0.280002 -0.000032 -0.000058 0.100000 4.876254 4.876266 4.876271 4.876258
2.800000 -0.136921 0.061639 2.180268 -0.059051 0.026024 0.456268 0.000013 0.000026 0.281002 -0.000031 -0.000057 0.100000 4.875801 4.875814 4.875818 4.875805
2.810000 -0.137511 0.061899 2.184828 -0.059054 0.026024 0.455672 0.000012 0.000025 0.282002 -0.000031 -0.000055 0.100000 4.875349 4.875361 4.875365 4.875353
2.820000 -0.138102 0.062159 2.189381 -0.059056 0.026024 0.455067 0.000012 0.000024 0.283002 -0.000030 -0.000054 0.100000 4.874898 4.874910 4.874914 4.874902
2.830000 -0.138693 0.062420 2.193929 -0.059058 0.026024 0.454453 0.000012 0.000024 0.284002 -0.000029 -0.000053 0.100000 4.874447 4.874459 4.874462 4.874451
2.840000 -0.139283 0.062680 2.198470 -0.059060 0.026025 0.453830 0.000012 0.000023 0.285002 -0.000029 -0.000052 0.100000 4.873997 4.874008 4.874012 4.874000
2.850000 -0.139874 0.062940 2.203006 -0.059062 0.026025 0.453198 0.000011 0.000023 0.286002 -0.000028 -0.000051 0.100000 4.873547 4.873558 4.873562 4.873551
2.860000 -0.140464 0.063200 2.207534 -0.059064 0.026025 0.452557 0.000011 0.000022 0.287002 -0.000027 -0.000049 0.100000 4.873098 4.873109 4.873112 4.873101
